,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
0,2021-01-12,Alabama,78134.0,377025.0,70861.0,0.15,1.59,7270.0,1.45,7.69,,,,0.207,,
1,2021-01-13,Alabama,84040.0,378975.0,74792.0,0.19,1.71,9245.0,1.53,7.73,5906.0,5906.0,1205.0,0.222,,
2,2021-01-14,Alabama,92300.0,435350.0,80480.0,,1.88,,1.64,8.88,8260.0,7083.0,1445.0,0.212,,
3,2021-01-15,Alabama,100567.0,444650.0,86956.0,0.28,2.05,13488.0,1.77,9.07,8267.0,7478.0,1525.0,0.226,,
4,2021-01-16,Alabama,,,,,,,,,,7498.0,1529.0,,,
5,2021-01-17,Alabama,,,,,,,,,,7509.0,1531.0,,,
6,2021-01-18,Alabama,,,,,,,,,,7517.0,1533.0,,,
7,2021-01-19,Alabama,130795.0,444650.0,114319.0,0.33,2.67,16346.0,2.33,9.07,,7523.0,1534.0,0.294,,
8,2021-01-20,Alabama,139200.0,483275.0,121113.0,0.37,2.84,17956.0,2.47,9.86,8405.0,7880.0,1607.0,0.288,,
9,2021-01-21,Alabama,165919.0,493125.0,144429.0,0.44,3.38,21345.0,2.95,10.06,26719.0,10517.0,2145.0,0.336,,
10,2021-01-22,Alabama,199314.0,519525.0,174317.0,0.51,4.06,24840.0,3.56,10.6,33395.0,14107.0,2877.0,0.384,,
11,2021-01-23,Alabama,221540.0,521225.0,193955.0,0.56,4.52,27422.0,3.96,10.63,22226.0,16202.0,3304.0,0.425,,
12,2021-01-24,Alabama,243737.0,521225.0,213833.0,0.61,4.97,29736.0,4.36,10.63,22197.0,18294.0,3731.0,0.468,,
13,2021-01-25,Alabama,250612.0,521225.0,220464.0,0.61,5.11,29978.0,4.5,10.63,6875.0,18196.0,3711.0,0.481,,
14,2021-01-26,Alabama,254959.0,569000.0,223854.0,0.63,5.2,30933.0,4.57,11.6,4347.0,17738.0,3618.0,0.448,,
15,2021-01-27,Alabama,266444.0,634000.0,232633.0,0.69,5.43,33595.0,4.74,12.93,11485.0,18178.0,3707.0,0.42,,
16,2021-01-28,Alabama,278993.0,655275.0,241337.0,0.76,5.69,37431.0,4.92,13.36,12549.0,16153.0,3294.0,0.426,,
17,2021-01-29,Alabama,300915.0,659400.0,256601.0,0.9,6.14,44073.0,5.23,13.45,21922.0,14514.0,2960.0,0.456,,
18,2021-01-30,Alabama,342436.0,659400.0,288368.0,1.1,6.98,53742.0,5.88,13.45,41521.0,17271.0,3522.0,0.519,,
19,2021-01-31,Alabama,353974.0,659400.0,298301.0,1.13,7.22,55331.0,6.08,13.45,11538.0,15748.0,3212.0,0.537,,
20,2021-02-01,Alabama,358280.0,659400.0,301628.0,1.15,7.31,56308.0,6.15,13.45,4306.0,15381.0,3137.0,0.543,,
21,2021-02-02,Alabama,371882.0,680550.0,312711.0,1.2,7.58,58825.0,6.38,13.88,13602.0,16703.0,3407.0,0.546,,
22,2021-02-03,Alabama,388339.0,765150.0,324998.0,1.28,7.92,62990.0,6.63,15.61,16457.0,17414.0,3552.0,0.508,,
23,2021-02-04,Alabama,408428.0,799675.0,338845.0,1.41,8.33,69155.0,6.91,16.31,20089.0,18491.0,3771.0,0.511,,
24,2021-02-05,Alabama,430597.0,799875.0,353522.0,1.56,8.78,76603.0,7.21,16.31,22169.0,18526.0,3778.0,0.538,,
25,2021-02-06,Alabama,455173.0,804100.0,370275.0,1.72,9.28,84278.0,7.55,16.4,24576.0,16105.0,3285.0,0.566,,
26,2021-02-07,Alabama,462332.0,804100.0,375567.0,1.76,9.43,86141.0,7.66,16.4,7159.0,15480.0,3157.0,0.575,,
27,2021-02-08,Alabama,467636.0,804100.0,378514.0,1.8,9.54,88453.0,7.72,16.4,5304.0,15622.0,3186.0,0.582,,
28,2021-02-09,Alabama,490969.0,823600.0,395196.0,1.94,10.01,95033.0,8.06,16.8,23333.0,17012.0,3470.0,0.596,,
29,2021-02-10,Alabama,515802.0,861175.0,412462.0,2.09,10.52,102520.0,8.41,17.56,24833.0,18209.0,3714.0,0.599,,
30,2021-02-11,Alabama,543237.0,911875.0,431259.0,2.26,11.08,111036.0,8.8,18.6,27435.0,19258.0,3928.0,0.596,,
31,2021-02-12,Alabama,571115.0,936200.0,448071.0,2.49,11.65,122019.0,9.14,19.09,27878.0,20074.0,4094.0,0.61,,
32,2021-02-13,Alabama,601159.0,963600.0,467032.0,2.71,12.26,133029.0,9.53,19.65,30044.0,20855.0,4253.0,0.624,,
33,2021-02-14,Alabama,612254.0,965550.0,474065.0,2.79,12.49,137032.0,9.67,19.69,11095.0,21417.0,4368.0,0.634,,
34,2021-02-15,Alabama,,,,,,,,,,22405.0,4569.0,,,
35,2021-02-16,Alabama,636682.0,1015775.0,486206.0,3.04,12.99,149288.0,9.92,20.72,,20816.0,4245.0,0.627,,
36,2021-02-17,Alabama,650020.0,1032175.0,494424.0,3.15,13.26,154341.0,10.08,21.05,13338.0,19174.0,3911.0,0.63,,
37,2021-02-18,Alabama,672038.0,1032175.0,505660.0,3.37,13.71,165104.0,10.31,21.05,22018.0,18400.0,3753.0,0.651,,
38,2021-02-19,Alabama,739132.0,1077600.0,545431.0,3.92,15.07,192304.0,11.12,21.98,67094.0,24002.0,4895.0,0.686,,
39,2021-02-20,Alabama,776936.0,1078800.0,560968.0,4.37,15.85,214512.0,11.44,22.0,37804.0,25111.0,5121.0,0.72,,
40,2021-02-21,Alabama,788613.0,1082100.0,567505.0,4.48,16.08,219639.0,11.57,22.07,11677.0,25194.0,5138.0,0.729,,
41,2021-02-22,Alabama,793614.0,1082100.0,583741.0,4.65,16.19,228101.0,11.91,22.07,5001.0,24164.0,4928.0,0.733,,
42,2021-02-23,Alabama,815108.0,1084440.0,593936.0,4.88,16.62,239425.0,12.11,22.12,21494.0,25489.0,5198.0,0.752,,
43,2021-02-24,Alabama,839703.0,1138650.0,604602.0,5.17,17.13,253615.0,12.33,23.22,24595.0,27098.0,5527.0,0.737,,
44,2021-02-25,Alabama,864757.0,1170120.0,615100.0,5.48,17.64,268465.0,12.54,23.86,25054.0,27531.0,5615.0,0.739,,
45,2021-02-26,Alabama,893859.0,1380380.0,627063.0,5.83,18.23,286095.0,12.79,28.15,29102.0,22104.0,4508.0,0.648,,
46,2021-02-27,Alabama,931090.0,1402180.0,643208.0,6.28,18.99,307868.0,13.12,28.6,37231.0,22022.0,4491.0,0.664,,
47,2021-02-28,Alabama,942502.0,1402280.0,649745.0,6.39,19.22,313290.0,13.25,28.6,11412.0,21984.0,4484.0,0.672,,
48,2021-03-01,Alabama,948393.0,1402280.0,653309.0,6.45,19.34,316073.0,13.32,28.6,5891.0,22111.0,4510.0,0.676,,
49,2021-03-02,Alabama,972161.0,1461320.0,663187.0,6.73,19.83,330046.0,13.53,29.8,23768.0,22436.0,4576.0,0.665,,
50,2021-03-03,Alabama,1000031.0,1469100.0,674810.0,7.07,20.4,346841.0,13.76,29.96,27870.0,22904.0,4671.0,0.681,,
51,2021-03-04,Alabama,1032171.0,1530470.0,688791.0,7.45,21.05,365456.0,14.05,31.21,32140.0,23916.0,4878.0,0.674,,
52,2021-03-05,Alabama,1064578.0,1556460.0,704173.0,7.81,21.71,383078.0,14.36,31.74,32407.0,24388.0,4974.0,0.684,,
53,2021-03-06,Alabama,1099697.0,1628350.0,721109.0,8.2,22.43,402061.0,14.71,33.21,35119.0,24087.0,4913.0,0.675,,
54,2021-03-07,Alabama,1110132.0,1628350.0,727681.0,8.3,22.64,406723.0,14.84,33.21,10435.0,23947.0,4884.0,0.682,,
55,2021-03-08,Alabama,1116676.0,1628350.0,732967.0,8.36,22.77,409937.0,14.95,33.21,6544.0,24040.0,4903.0,0.686,,
56,2021-03-09,Alabama,1140984.0,1689050.0,747268.0,8.57,23.27,420083.0,15.24,34.45,24308.0,24118.0,4919.0,0.676,,
57,2021-03-10,Alabama,1173820.0,1775660.0,768502.0,8.87,23.94,435018.0,15.67,36.21,32836.0,24827.0,5063.0,0.661,,
58,2021-03-11,Alabama,1209802.0,1816230.0,790864.0,9.23,24.67,452746.0,16.13,37.04,35982.0,25376.0,5175.0,0.666,,
59,2021-03-12,Alabama,1249205.0,1838400.0,816418.0,9.63,25.48,472325.0,16.65,37.49,39403.0,26375.0,5379.0,0.68,,
60,2021-03-13,Alabama,1288242.0,1918560.0,841394.0,10.05,26.27,492755.0,17.16,39.13,39037.0,26935.0,5493.0,0.671,,
61,2021-03-14,Alabama,1298612.0,1918560.0,849337.0,10.15,26.49,497653.0,17.32,39.13,10370.0,26926.0,5492.0,0.677,,
62,2021-03-15,Alabama,1306419.0,1918560.0,854302.0,10.22,26.64,501344.0,17.42,39.13,7807.0,27106.0,5528.0,0.681,,
63,2021-03-16,Alabama,1332298.0,2004160.0,871536.0,10.44,27.17,511869.0,17.77,40.87,25879.0,27331.0,5574.0,0.665,,
64,2021-03-17,Alabama,1363987.0,2080870.0,893767.0,10.68,27.82,523649.0,18.23,42.44,31689.0,27167.0,5541.0,0.655,,
65,2021-03-18,Alabama,1390066.0,2118650.0,912663.0,10.88,28.35,533375.0,18.61,43.21,26079.0,25752.0,5252.0,0.656,,
66,2021-03-19,Alabama,1426696.0,2141210.0,937614.0,11.16,29.1,547257.0,19.12,43.67,36630.0,25356.0,5171.0,0.666,,
67,2021-03-20,Alabama,1460782.0,2177880.0,960539.0,11.45,29.79,561254.0,19.59,44.42,34086.0,24649.0,5027.0,0.671,,
68,2021-03-21,Alabama,1472666.0,2177880.0,968459.0,11.56,30.03,566632.0,19.75,44.42,11884.0,24865.0,5071.0,0.676,,
69,2021-03-22,Alabama,1479271.0,2177880.0,972986.0,11.61,30.17,569127.0,19.84,44.42,6605.0,24693.0,5036.0,0.679,,
70,2021-03-23,Alabama,1509445.0,2275030.0,994253.0,11.82,30.78,579598.0,20.28,46.4,30174.0,25307.0,5161.0,0.663,,
71,2021-03-24,Alabama,1542416.0,2403720.0,1019858.0,12.03,31.46,589979.0,20.8,49.02,32971.0,25490.0,5199.0,0.642,,
72,2021-03-25,Alabama,1579091.0,2459980.0,1048838.0,12.25,32.21,600666.0,21.39,50.17,36675.0,27004.0,5507.0,0.642,,
73,2021-03-26,Alabama,1611404.0,2497410.0,1072623.0,12.48,32.86,611694.0,21.88,50.93,32313.0,26387.0,5382.0,0.645,,
74,2021-03-27,Alabama,1645858.0,2535880.0,1098597.0,12.71,33.57,623385.0,22.41,51.72,34454.0,26439.0,5392.0,0.649,,
75,2021-03-28,Alabama,1659102.0,2537050.0,1108253.0,12.82,33.84,628500.0,22.6,51.74,13244.0,26634.0,5432.0,0.654,,
76,2021-03-29,Alabama,1666585.0,2537050.0,1113924.0,12.88,33.99,631388.0,22.72,51.74,7483.0,26759.0,5457.0,0.657,,
77,2021-03-30,Alabama,1697641.0,2722700.0,1134739.0,13.12,34.62,643450.0,23.14,55.53,31056.0,26885.0,5483.0,0.624,,
78,2021-03-31,Alabama,1728736.0,2796630.0,1155139.0,13.4,35.26,656899.0,23.56,57.04,31095.0,26617.0,5429.0,0.618,,
79,2021-04-01,Alabama,1771979.0,2839540.0,1184284.0,13.74,36.14,673773.0,24.15,57.91,43243.0,27555.0,5620.0,0.624,,
80,2021-04-02,Alabama,1813462.0,2872410.0,1211424.0,14.09,36.99,691082.0,24.71,58.58,41483.0,28865.0,5887.0,0.631,,
81,2021-04-03,Alabama,1847243.0,2891780.0,1234131.0,14.38,37.67,705197.0,25.17,58.98,33781.0,28769.0,5867.0,0.639,,
82,2021-04-04,Alabama,1858833.0,2892950.0,1242706.0,14.48,37.91,709849.0,25.34,59.0,11590.0,28533.0,5819.0,0.643,,
83,2021-04-05,Alabama,1864857.0,2892950.0,1248029.0,14.51,38.03,711596.0,25.45,59.0,6024.0,28325.0,5777.0,0.645,,
84,2021-04-06,Alabama,1896920.0,3106870.0,1267859.0,14.79,38.69,725270.0,25.86,63.36,32063.0,28468.0,5806.0,0.611,,
85,2021-04-07,Alabama,1935221.0,3149910.0,1291487.0,15.19,39.47,744961.0,26.34,64.24,38301.0,29498.0,6016.0,0.614,,
86,2021-04-08,Alabama,1976344.0,3170520.0,1317995.0,15.59,40.31,764450.0,26.88,64.66,41123.0,29195.0,5954.0,0.623,,
87,2021-04-09,Alabama,2021334.0,3248260.0,1344658.0,16.08,41.22,788325.0,27.42,66.25,44990.0,29696.0,6056.0,0.622,,
88,2021-04-10,Alabama,2065327.0,3278980.0,1371201.0,16.55,42.12,811323.0,27.97,66.87,43993.0,31155.0,6354.0,0.63,,
89,2021-04-11,Alabama,2082605.0,3278980.0,1382951.0,16.71,42.47,819550.0,28.21,66.87,17278.0,31967.0,6520.0,0.635,,
90,2021-04-12,Alabama,2092489.0,3278980.0,1389598.0,16.81,42.68,824052.0,28.34,66.87,9884.0,32519.0,6632.0,0.638,,
91,2021-04-13,Alabama,2127317.0,3358930.0,1407463.0,17.22,43.39,844353.0,28.71,68.51,34828.0,32914.0,6713.0,0.633,,
92,2021-04-14,Alabama,2168891.0,3493380.0,1426530.0,17.71,44.23,868550.0,29.09,71.25,41574.0,33381.0,6808.0,0.621,,
93,2021-04-15,Alabama,2207392.0,3516420.0,1442051.0,18.21,45.02,893002.0,29.41,71.72,38501.0,33007.0,6732.0,0.628,,
94,2021-04-16,Alabama,2245574.0,3531670.0,1459377.0,18.67,45.8,915654.0,29.76,72.03,38182.0,32034.0,6533.0,0.636,,
95,2021-04-17,Alabama,2280686.0,3664640.0,1476162.0,19.08,46.51,935377.0,30.11,74.74,35112.0,30766.0,6275.0,0.622,,
96,2021-04-18,Alabama,2292276.0,3664740.0,1481314.0,19.24,46.75,943129.0,30.21,74.74,11590.0,29953.0,6109.0,0.625,,
97,2021-04-19,Alabama,2297563.0,3664740.0,1483779.0,19.3,46.86,946333.0,30.26,74.74,5287.0,29296.0,5975.0,0.627,,
98,2021-04-20,Alabama,2327764.0,3761730.0,1494421.0,19.71,47.47,966251.0,30.48,76.72,30201.0,28635.0,5840.0,0.619,,
99,2021-04-21,Alabama,2360527.0,3796070.0,1507116.0,20.14,48.14,987379.0,30.74,77.42,32763.0,27377.0,5584.0,0.622,,
100,2021-04-22,Alabama,2394304.0,3825010.0,1518928.0,20.61,48.83,1010415.0,30.98,78.01,33777.0,26702.0,5446.0,0.626,,
101,2021-04-23,Alabama,2429629.0,3898820.0,1531741.0,21.09,49.55,1033996.0,31.24,79.52,35325.0,26294.0,5363.0,0.623,,
102,2021-04-24,Alabama,2461510.0,3960530.0,1543544.0,21.51,50.2,1054863.0,31.48,80.77,31881.0,25832.0,5268.0,0.622,,
103,2021-04-25,Alabama,2471409.0,3960530.0,1546659.0,21.67,50.4,1062524.0,31.54,80.77,9899.0,25590.0,5219.0,0.624,,
104,2021-04-26,Alabama,2478227.0,3960530.0,1549782.0,21.75,50.54,1066659.0,31.61,80.77,6818.0,25809.0,5264.0,0.626,,
105,2021-04-27,Alabama,2499694.0,4009430.0,1558652.0,22.02,50.98,1079815.0,31.79,81.77,21467.0,24561.0,5009.0,0.623,,
106,2021-04-28,Alabama,2527815.0,4033570.0,1568315.0,22.41,51.55,1098820.0,31.99,82.26,28121.0,23898.0,4874.0,0.627,,
107,2021-04-29,Alabama,2559938.0,4042070.0,1579093.0,22.87,52.21,1121348.0,32.21,82.44,32123.0,23662.0,4826.0,0.633,,
108,2021-04-30,Alabama,2591163.0,4088030.0,1589518.0,23.32,52.85,1143488.0,32.42,83.37,31225.0,23076.0,4706.0,0.634,,
109,2021-05-01,Alabama,2617405.0,4130550.0,1599130.0,23.69,53.38,1161725.0,32.61,84.24,26242.0,22271.0,4542.0,0.634,,
110,2021-05-02,Alabama,2622717.0,4130550.0,1601433.0,23.77,53.49,1165479.0,32.66,84.24,5312.0,21615.0,4408.0,0.635,,
111,2021-05-03,Alabama,2627322.0,4130550.0,1603454.0,23.83,53.58,1168235.0,32.7,84.24,4605.0,21299.0,4344.0,0.636,,
112,2021-05-04,Alabama,2644674.0,4145390.0,1609919.0,24.06,53.94,1179793.0,32.83,84.54,17352.0,20711.0,4224.0,0.638,,
113,2021-05-05,Alabama,2670926.0,4187860.0,1618791.0,24.45,54.47,1199064.0,33.02,85.41,26252.0,20444.0,4170.0,0.638,,
114,2021-05-06,Alabama,2673181.0,4225140.0,1619783.0,24.5,54.52,1201303.0,33.04,86.17,2255.0,16178.0,3299.0,0.633,,
115,2021-05-07,Alabama,2726356.0,4241420.0,1636710.0,25.3,55.6,1240335.0,33.38,86.5,53175.0,19313.0,3939.0,0.643,,
116,2021-05-08,Alabama,2758021.0,4277330.0,1649688.0,25.78,56.25,1263965.0,33.65,87.24,31665.0,20088.0,4097.0,0.645,,
117,2021-05-09,Alabama,2768204.0,4277330.0,1654267.0,25.92,56.46,1270858.0,33.74,87.24,10183.0,20784.0,4239.0,0.647,,
118,2021-05-10,Alabama,2773615.0,4277330.0,1657672.0,25.98,56.57,1273670.0,33.81,87.24,5411.0,20899.0,4262.0,0.648,,
119,2021-05-11,Alabama,2773902.0,4295160.0,1658191.0,25.98,56.57,1273999.0,33.82,87.6,287.0,18461.0,3765.0,0.646,,
120,2021-05-12,Alabama,2791631.0,4311320.0,1664353.0,26.24,56.94,1286565.0,33.94,87.93,17729.0,17244.0,3517.0,0.648,,
121,2021-05-13,Alabama,2831853.0,4322400.0,1678119.0,26.81,57.76,1314534.0,34.23,88.15,40222.0,22667.0,4623.0,0.655,,
122,2021-05-14,Alabama,2859591.0,4348790.0,1687875.0,27.21,58.32,1334176.0,34.42,88.69,27738.0,19034.0,3882.0,0.658,,
123,2021-05-15,Alabama,2881314.0,4373130.0,1697289.0,27.49,58.76,1348023.0,34.62,89.19,21723.0,17613.0,3592.0,0.659,,
124,2021-05-16,Alabama,2886106.0,4373130.0,1699751.0,27.55,58.86,1350643.0,34.67,89.19,4792.0,16843.0,3435.0,0.66,,
125,2021-05-17,Alabama,2886153.0,4373130.0,1699915.0,27.55,58.86,1350830.0,34.67,89.19,47.0,16077.0,3279.0,0.66,,
126,2021-05-18,Alabama,2905553.0,4389040.0,1709333.0,27.79,59.26,1362380.0,34.86,89.51,19400.0,18807.0,3836.0,0.662,,
127,2021-05-19,Alabama,2906102.0,4393980.0,1709761.0,27.79,59.27,1362834.0,34.87,89.61,549.0,16353.0,3335.0,0.661,,
128,2021-05-20,Alabama,2939161.0,4415280.0,1725694.0,28.19,59.94,1382327.0,35.2,90.05,33059.0,15330.0,3127.0,0.666,,
129,2021-05-21,Alabama,2945488.0,4449370.0,1727437.0,28.29,60.07,1387356.0,35.23,90.74,6327.0,12271.0,2503.0,0.662,,
130,2021-05-22,Alabama,2962661.0,4476640.0,1736645.0,28.49,60.42,1396990.0,35.42,91.3,17173.0,11621.0,2370.0,0.662,,
131,2021-05-23,Alabama,2981931.0,4476640.0,1746820.0,28.71,60.82,1407769.0,35.63,91.3,19270.0,13689.0,2792.0,0.666,,
132,2021-05-24,Alabama,2982081.0,4476640.0,1747012.0,28.71,60.82,1407917.0,35.63,91.3,150.0,13704.0,2795.0,0.666,,
133,2021-05-25,Alabama,2996346.0,4484660.0,1754294.0,28.87,61.11,1415771.0,35.78,91.46,14265.0,12970.0,2645.0,0.668,,
134,2021-05-26,Alabama,3002607.0,4501400.0,1757607.0,28.95,61.24,1419599.0,35.85,91.81,6261.0,13786.0,2812.0,0.667,,
135,2021-05-27,Alabama,3007387.0,4520480.0,1758850.0,29.03,61.34,1423605.0,35.87,92.19,4780.0,9747.0,1988.0,0.665,,
136,2021-05-28,Alabama,3016803.0,4523700.0,1763553.0,29.15,61.53,1429238.0,35.97,92.26,9416.0,10188.0,2078.0,0.667,,
137,2021-05-29,Alabama,3020540.0,4578590.0,1765515.0,29.2,61.6,1431669.0,36.01,93.38,3737.0,8268.0,1686.0,0.66,,
138,2021-05-30,Alabama,3021454.0,4578590.0,1766055.0,29.21,61.62,1432446.0,36.02,93.38,914.0,5646.0,1151.0,0.66,,
139,2021-05-31,Alabama,,,,,,,,,,5683.0,1159.0,,,
140,2021-06-01,Alabama,3022276.0,4578590.0,1766784.0,29.23,61.64,1433267.0,36.03,93.38,,3704.0,755.0,0.66,,
141,2021-06-02,Alabama,3025283.0,4583270.0,1768055.0,29.27,61.7,1435324.0,36.06,93.48,3007.0,3239.0,661.0,0.66,,
142,2021-06-03,Alabama,3025695.0,4597950.0,1768288.0,29.28,61.71,1435719.0,36.06,93.77,412.0,2615.0,533.0,0.658,,
143,2021-06-04,Alabama,3032765.0,4606930.0,1771964.0,29.37,61.85,1440101.0,36.14,93.96,7070.0,2280.0,465.0,0.658,,
144,2021-06-05,Alabama,3032931.0,4637330.0,1772245.0,29.37,61.86,1440289.0,36.14,94.58,166.0,1770.0,361.0,0.654,,
145,2021-06-06,Alabama,3035058.0,4637330.0,1773379.0,29.41,61.9,1441834.0,36.17,94.58,2127.0,1943.0,396.0,0.654,,
146,2021-06-07,Alabama,3036419.0,4637330.0,1774139.0,29.43,61.93,1442775.0,36.18,94.58,1361.0,2079.0,424.0,0.655,,
147,2021-06-08,Alabama,3036833.0,4646130.0,1774535.0,29.43,61.94,1443230.0,36.19,94.76,414.0,2080.0,424.0,0.654,,
148,2021-06-09,Alabama,3040485.0,4646550.0,1776278.0,29.48,62.01,1445608.0,36.23,94.77,3652.0,2172.0,443.0,0.654,,
149,2021-06-10,Alabama,3064250.0,4648150.0,1787017.0,29.78,62.5,1460230.0,36.45,94.8,23765.0,5508.0,1123.0,0.659,,
150,2021-06-11,Alabama,3078445.0,4658570.0,1793119.0,29.96,62.78,1468898.0,36.57,95.01,14195.0,6526.0,1331.0,0.661,,
151,2021-06-12,Alabama,3105159.0,4678220.0,1805486.0,30.29,63.33,1485108.0,36.82,95.41,26714.0,10318.0,2104.0,0.664,,
152,2021-06-13,Alabama,3114649.0,4678220.0,1810074.0,30.41,63.52,1490848.0,36.92,95.41,9490.0,11370.0,2319.0,0.666,,
153,2021-06-14,Alabama,3128112.0,4678220.0,1815885.0,30.59,63.8,1499941.0,37.03,95.41,13463.0,13099.0,2672.0,0.669,,
154,2021-06-15,Alabama,3129657.0,4686280.0,1816769.0,30.62,63.83,1501171.0,37.05,95.58,1545.0,13261.0,2705.0,0.668,,
155,2021-06-16,Alabama,3141802.0,4692070.0,1822146.0,30.77,64.08,1508504.0,37.16,95.69,12145.0,14474.0,2952.0,0.67,,
156,2021-06-17,Alabama,3253283.0,4726010.0,1898131.0,31.53,66.35,1546119.0,38.71,96.39,111481.0,27005.0,5508.0,0.688,,
157,2021-06-18,Alabama,3254330.0,4734100.0,1898704.0,31.55,66.37,1546983.0,38.72,96.55,1047.0,25126.0,5124.0,0.687,,
158,2021-06-19,Alabama,3275273.0,4758560.0,1909005.0,31.79,66.8,1558881.0,38.93,97.05,20943.0,24302.0,4956.0,0.688,,
159,2021-06-20,Alabama,3282193.0,4758560.0,1913032.0,31.86,66.94,1562192.0,39.02,97.05,6920.0,23935.0,4882.0,0.69,,
160,2021-06-21,Alabama,3285448.0,4758560.0,1915122.0,31.89,67.01,1563573.0,39.06,97.05,3255.0,22477.0,4584.0,0.69,,
161,2021-06-22,Alabama,3291351.0,4759120.0,1918334.0,31.96,67.13,1566908.0,39.12,97.06,5903.0,23099.0,4711.0,0.692,,
162,2021-06-23,Alabama,3298895.0,4767580.0,1922707.0,32.03,67.28,1570452.0,39.21,97.23,7544.0,22442.0,4577.0,0.692,,
163,2021-06-24,Alabama,3308713.0,4769800.0,1928656.0,32.12,67.48,1574676.0,39.33,97.28,9818.0,7919.0,1615.0,0.694,,
164,2021-06-25,Alabama,3308961.0,4783230.0,1928903.0,32.12,67.49,1574934.0,39.34,97.55,248.0,7804.0,1592.0,0.692,,
165,2021-06-26,Alabama,3317156.0,4801760.0,1933773.0,32.2,67.65,1578780.0,39.44,97.93,8195.0,5983.0,1220.0,0.691,,
166,2021-06-27,Alabama,3330128.0,4801760.0,1941681.0,32.31,67.92,1584456.0,39.6,97.93,12972.0,6848.0,1397.0,0.694,,
167,2021-06-28,Alabama,3341617.0,4801760.0,1948135.0,32.43,68.15,1590001.0,39.73,97.93,11489.0,8024.0,1636.0,0.696,,
168,2021-06-29,Alabama,3349904.0,4810050.0,1953410.0,32.51,68.32,1594040.0,39.84,98.1,8287.0,8365.0,1706.0,0.696,,
169,2021-06-30,Alabama,3350607.0,4813050.0,1954166.0,32.52,68.34,1594625.0,39.86,98.16,703.0,7387.0,1507.0,0.696,,
170,2021-07-01,Alabama,3365396.0,4825450.0,1962745.0,32.67,68.64,1601802.0,40.03,98.41,14789.0,8098.0,1652.0,0.697,,
171,2021-07-02,Alabama,3365623.0,4836250.0,1962952.0,32.67,68.64,1602022.0,40.03,98.63,227.0,8095.0,1651.0,0.696,,
172,2021-07-03,Alabama,3381996.0,4845190.0,1969834.0,32.89,68.98,1612803.0,40.17,98.82,16373.0,9263.0,1889.0,0.698,,
173,2021-07-04,Alabama,3382042.0,4845190.0,1969971.0,32.9,68.98,1612913.0,40.18,98.82,46.0,7416.0,1512.0,0.698,,
174,2021-07-05,Alabama,,,,,,,,,,6512.0,1328.0,,,
175,2021-07-06,Alabama,3392366.0,4845190.0,1976343.0,32.99,69.19,1617584.0,40.31,98.82,,6066.0,1237.0,0.7,,
176,2021-07-07,Alabama,3396338.0,4845190.0,1978951.0,33.03,69.27,1619647.0,40.36,98.82,3972.0,6533.0,1332.0,0.701,,
177,2021-07-08,Alabama,3402487.0,4866130.0,1982250.0,33.1,69.39,1623114.0,40.43,99.24,6149.0,5299.0,1081.0,0.699,,
178,2021-07-09,Alabama,3408591.0,4872940.0,1985582.0,33.17,69.52,1626323.0,40.5,99.38,6104.0,6138.0,1252.0,0.699,,
179,2021-07-10,Alabama,3414916.0,4884130.0,1988956.0,33.24,69.65,1629745.0,40.56,99.61,6325.0,4703.0,959.0,0.699,,
180,2021-07-11,Alabama,3422016.0,4884130.0,1992957.0,33.31,69.79,1633408.0,40.65,99.61,7100.0,5711.0,1165.0,0.701,,
181,2021-07-12,Alabama,3422020.0,4884130.0,1993099.0,33.32,69.79,1633505.0,40.65,99.61,4.0,4974.0,1014.0,0.701,,
182,2021-07-13,Alabama,3434360.0,4885650.0,2000752.0,33.42,70.04,1638866.0,40.81,99.64,12340.0,5999.0,1223.0,0.703,,
183,2021-07-14,Alabama,3434499.0,4893240.0,2000914.0,33.43,70.05,1639032.0,40.81,99.8,139.0,5452.0,1112.0,0.702,,
184,2021-07-15,Alabama,3448153.0,4895780.0,2009200.0,33.55,70.32,1645083.0,40.98,99.85,13654.0,6524.0,1331.0,0.704,,
185,2021-07-16,Alabama,3455086.0,4904730.0,2013559.0,33.61,70.47,1647995.0,41.07,100.03,6933.0,6642.0,1355.0,0.704,,
186,2021-07-17,Alabama,3455278.0,4912720.0,2013853.0,33.61,70.47,1648172.0,41.07,100.19,192.0,5766.0,1176.0,0.703,,
187,2021-07-18,Alabama,3462968.0,4912720.0,2018807.0,33.68,70.63,1651404.0,41.17,100.19,7690.0,5850.0,1193.0,0.705,,
188,2021-07-19,Alabama,3468625.0,4919470.0,2022782.0,33.73,70.74,1653604.0,41.25,100.33,5657.0,6658.0,1358.0,0.705,,
189,2021-07-20,Alabama,3471361.0,4928670.0,2024953.0,33.75,70.8,1654644.0,41.3,100.52,2736.0,5286.0,1078.0,0.704,,
190,2021-07-21,Alabama,3485659.0,4935470.0,2034814.0,33.85,71.09,1659775.0,41.5,100.66,14298.0,7309.0,1491.0,0.706,,
