,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
16948,2021-01-16,Maine,,,,,,,,,,2349.0,1747.0,,,
16949,2021-01-17,Maine,,,,,,,,,,2522.0,1876.0,,,
16950,2021-01-18,Maine,,,,,,,,,,2637.0,1962.0,,,
16951,2021-01-19,Maine,73978.0,136875.0,62716.0,0.75,5.5,10018.0,4.67,10.18,,2719.0,2023.0,0.54,,
16952,2021-01-20,Maine,76167.0,155800.0,64260.0,0.79,5.67,10661.0,4.78,11.59,2189.0,2703.0,2011.0,0.489,,
16953,2021-01-21,Maine,80502.0,165175.0,67133.0,0.9,5.99,12071.0,4.99,12.29,4335.0,2768.0,2059.0,0.487,,
16954,2021-01-22,Maine,86395.0,176400.0,70193.0,1.11,6.43,14893.0,5.22,13.12,5893.0,3609.0,2685.0,0.49,,
16955,2021-01-23,Maine,93003.0,178450.0,74110.0,1.31,6.92,17562.0,5.51,13.28,6608.0,4095.0,3046.0,0.521,,
16956,2021-01-24,Maine,99815.0,178450.0,79310.0,1.42,7.43,19151.0,5.9,13.28,6812.0,4609.0,3429.0,0.559,,
16957,2021-01-25,Maine,104069.0,178450.0,82837.0,1.48,7.74,19873.0,6.16,13.28,4254.0,4758.0,3540.0,0.583,,
16958,2021-01-26,Maine,104924.0,195925.0,83464.0,1.5,7.81,20096.0,6.21,14.58,855.0,4421.0,3289.0,0.536,,
16959,2021-01-27,Maine,109183.0,204325.0,86103.0,1.61,8.12,21707.0,6.41,15.2,4259.0,4717.0,3509.0,0.534,,
16960,2021-01-28,Maine,115191.0,208225.0,88878.0,1.85,8.57,24925.0,6.61,15.49,6008.0,4956.0,3687.0,0.553,,
16961,2021-01-29,Maine,123207.0,211150.0,93513.0,2.1,9.17,28255.0,6.96,15.71,8016.0,5259.0,3912.0,0.584,,
16962,2021-01-30,Maine,132067.0,212125.0,99468.0,2.31,9.82,31055.0,7.4,15.78,8860.0,5581.0,4152.0,0.623,,
16963,2021-01-31,Maine,140353.0,212125.0,105665.0,2.46,10.44,33121.0,7.86,15.78,8286.0,5791.0,4308.0,0.662,,
16964,2021-02-01,Maine,145786.0,212125.0,109917.0,2.55,10.85,34299.0,8.18,15.78,5433.0,5960.0,4434.0,0.687,,
16965,2021-02-02,Maine,145786.0,221875.0,109917.0,2.55,10.85,34299.0,8.18,16.51,0.0,5837.0,4342.0,0.657,,
16966,2021-02-03,Maine,145786.0,226275.0,109917.0,2.55,10.85,34299.0,8.18,16.83,0.0,5229.0,3890.0,0.644,,
16967,2021-02-04,Maine,153439.0,254550.0,114962.0,2.74,11.41,36870.0,8.55,18.94,7653.0,5464.0,4065.0,0.603,,
16968,2021-02-05,Maine,159236.0,254550.0,119024.0,2.87,11.85,38542.0,8.85,18.94,5797.0,5147.0,3829.0,0.626,,
16969,2021-02-06,Maine,168626.0,254550.0,126127.0,3.04,12.54,40806.0,9.38,18.94,9390.0,5223.0,3886.0,0.662,,
16970,2021-02-07,Maine,178449.0,254550.0,132273.0,3.31,13.28,44447.0,9.84,18.94,9823.0,5442.0,4048.0,0.701,,
16971,2021-02-08,Maine,178449.0,254550.0,132273.0,3.31,13.28,44447.0,9.84,18.94,0.0,4666.0,3471.0,0.701,,
16972,2021-02-09,Maine,187512.0,276600.0,138005.0,3.55,13.95,47770.0,10.27,20.58,9063.0,5961.0,4435.0,0.678,,
16973,2021-02-10,Maine,193246.0,285800.0,141778.0,3.7,14.38,49721.0,10.55,21.26,5734.0,6780.0,5044.0,0.676,,
16974,2021-02-11,Maine,193246.0,299375.0,141778.0,3.7,14.38,49721.0,10.55,22.27,0.0,5687.0,4231.0,0.645,,
16975,2021-02-12,Maine,193246.0,299375.0,141778.0,3.7,14.38,49721.0,10.55,22.27,0.0,4859.0,3615.0,0.645,,
16976,2021-02-13,Maine,193246.0,299375.0,141778.0,3.7,14.38,49721.0,10.55,22.27,0.0,3517.0,2616.0,0.645,,
16977,2021-02-14,Maine,193246.0,299375.0,141778.0,3.7,14.38,49721.0,10.55,22.27,0.0,2114.0,1573.0,0.645,,
16978,2021-02-15,Maine,,,,,,,,,,5320.0,3958.0,,,
16979,2021-02-16,Maine,238137.0,317850.0,171975.0,4.78,17.72,64236.0,12.79,23.65,,7232.0,5380.0,0.749,,
16980,2021-02-17,Maine,242445.0,321850.0,174543.0,4.9,18.04,65928.0,12.98,23.94,4308.0,7028.0,5228.0,0.753,,
16981,2021-02-18,Maine,242445.0,321850.0,174543.0,4.9,18.04,65928.0,12.98,23.94,0.0,7028.0,5228.0,0.753,,
16982,2021-02-19,Maine,268162.0,335375.0,190220.0,5.64,19.95,75845.0,14.15,24.95,25717.0,10702.0,7962.0,0.8,,
16983,2021-02-20,Maine,268322.0,335375.0,190336.0,5.65,19.96,75889.0,14.16,24.95,160.0,10725.0,7979.0,0.8,,
16984,2021-02-21,Maine,268693.0,335375.0,190495.0,5.66,19.99,76101.0,14.17,24.95,371.0,10778.0,8018.0,0.801,,
16985,2021-02-22,Maine,297116.0,335375.0,207602.0,6.88,22.1,92472.0,15.44,24.95,28423.0,11632.0,8653.0,0.886,,
16986,2021-02-23,Maine,299427.0,355310.0,209024.0,6.95,22.28,93400.0,15.55,26.43,2311.0,8756.0,6514.0,0.843,,
16987,2021-02-24,Maine,305362.0,387360.0,211853.0,7.18,22.72,96565.0,15.76,28.82,5935.0,8988.0,6686.0,0.788,,
16988,2021-02-25,Maine,305397.0,398190.0,211933.0,7.19,22.72,96635.0,15.77,29.62,35.0,8993.0,6690.0,0.767,,
16989,2021-02-26,Maine,305477.0,411790.0,212039.0,7.2,22.73,96724.0,15.77,30.63,80.0,5331.0,3966.0,0.742,,
16990,2021-02-27,Maine,332358.0,416090.0,227192.0,8.06,24.73,108382.0,16.9,30.95,26881.0,9148.0,6805.0,0.799,,
16991,2021-02-28,Maine,332999.0,416090.0,227707.0,8.09,24.77,108688.0,16.94,30.95,641.0,9187.0,6834.0,0.8,,
16992,2021-03-01,Maine,334009.0,416090.0,228686.0,8.1,24.85,108839.0,17.01,30.95,1010.0,5270.0,3921.0,0.803,,
16993,2021-03-02,Maine,334325.0,451450.0,229054.0,8.1,24.87,108916.0,17.04,33.58,316.0,4985.0,3708.0,0.741,,
16994,2021-03-03,Maine,334449.0,465150.0,229251.0,8.11,24.88,108974.0,17.05,34.6,124.0,4155.0,3091.0,0.719,,
16995,2021-03-04,Maine,334528.0,487680.0,229456.0,8.11,24.89,109024.0,17.07,36.28,79.0,4162.0,3096.0,0.686,,
16996,2021-03-05,Maine,382117.0,503580.0,257677.0,9.53,28.43,128080.0,19.17,37.46,47589.0,10949.0,8145.0,0.759,,
16997,2021-03-06,Maine,398509.0,503580.0,267398.0,10.03,29.65,134846.0,19.89,37.46,16392.0,9450.0,7030.0,0.791,,
16998,2021-03-07,Maine,399534.0,503580.0,268229.0,10.06,29.72,135179.0,19.95,37.46,1025.0,9505.0,7071.0,0.793,,
16999,2021-03-08,Maine,427445.0,503580.0,287695.0,11.06,31.8,148712.0,21.4,37.46,27911.0,13348.0,9930.0,0.849,,
17000,2021-03-09,Maine,432219.0,541780.0,290479.0,11.32,32.15,152152.0,21.61,40.3,4774.0,13985.0,10404.0,0.798,,
17001,2021-03-10,Maine,441443.0,557580.0,296707.0,11.64,32.84,156492.0,22.07,41.48,9224.0,15285.0,11371.0,0.792,,
17002,2021-03-11,Maine,442593.0,581920.0,297824.0,11.71,32.93,157423.0,22.16,43.29,1150.0,15438.0,11485.0,0.761,,
17003,2021-03-12,Maine,476530.0,582520.0,320144.0,12.82,35.45,172270.0,23.82,43.34,33937.0,13488.0,10034.0,0.818,,
17004,2021-03-13,Maine,477511.0,583690.0,321118.0,12.86,35.52,172875.0,23.89,43.42,981.0,11286.0,8396.0,0.818,,
17005,2021-03-14,Maine,510397.0,583690.0,343171.0,13.8,37.97,185511.0,25.53,43.42,32886.0,15838.0,11782.0,0.874,,
17006,2021-03-15,Maine,523269.0,583690.0,351485.0,14.17,38.93,190539.0,26.15,43.42,12872.0,13689.0,10184.0,0.896,,
17007,2021-03-16,Maine,528109.0,624990.0,354594.0,14.35,39.29,192866.0,26.38,46.49,4840.0,13699.0,10191.0,0.845,,
17008,2021-03-17,Maine,528359.0,636990.0,354939.0,14.36,39.31,193048.0,26.4,47.39,250.0,12417.0,9237.0,0.829,,
17009,2021-03-18,Maine,528977.0,666270.0,355660.0,14.38,39.35,193255.0,26.46,49.57,618.0,12341.0,9181.0,0.794,,
17010,2021-03-19,Maine,557469.0,666270.0,373062.0,15.25,41.47,204927.0,27.75,49.57,28492.0,11563.0,8602.0,0.837,,
17011,2021-03-20,Maine,557814.0,679570.0,373307.0,15.27,41.5,205315.0,27.77,50.56,345.0,11472.0,8534.0,0.821,,
17012,2021-03-21,Maine,558351.0,679570.0,374074.0,15.28,41.54,205437.0,27.83,50.56,537.0,6851.0,5097.0,0.822,,
17013,2021-03-22,Maine,595845.0,679570.0,398960.0,16.37,44.33,220075.0,29.68,50.56,37494.0,10368.0,7713.0,0.877,,
17014,2021-03-23,Maine,599693.0,713860.0,401820.0,16.49,44.61,221699.0,29.89,53.11,3848.0,10226.0,7607.0,0.84,,
17015,2021-03-24,Maine,599839.0,715360.0,402086.0,16.51,44.62,221872.0,29.91,53.22,146.0,10211.0,7596.0,0.839,,
17016,2021-03-25,Maine,620556.0,756610.0,414454.0,17.2,46.17,231260.0,30.83,56.29,20717.0,13083.0,9733.0,0.82,,
17017,2021-03-26,Maine,639773.0,757780.0,427081.0,17.76,47.59,238772.0,31.77,56.37,19217.0,11758.0,8747.0,0.844,,
17018,2021-03-27,Maine,656607.0,791220.0,435884.0,18.42,48.85,247671.0,32.43,58.86,16834.0,14113.0,10499.0,0.83,,
17019,2021-03-28,Maine,673445.0,791220.0,446546.0,18.92,50.1,254300.0,33.22,58.86,16838.0,16442.0,12232.0,0.851,,
17020,2021-03-29,Maine,683925.0,791220.0,452561.0,19.29,50.88,259329.0,33.67,58.86,10480.0,12583.0,9361.0,0.864,,
17021,2021-03-30,Maine,687989.0,823870.0,455583.0,19.39,51.18,260703.0,33.89,61.29,4064.0,12614.0,9384.0,0.835,,
17022,2021-03-31,Maine,697663.0,826370.0,461705.0,19.69,51.9,264659.0,34.35,61.48,9674.0,13975.0,10396.0,0.844,,
17023,2021-04-01,Maine,715036.0,875990.0,472761.0,20.21,53.19,271683.0,35.17,65.17,17373.0,13497.0,10041.0,0.816,,
17024,2021-04-02,Maine,735876.0,882840.0,483563.0,21.08,54.74,283385.0,35.97,65.68,20840.0,13729.0,10213.0,0.834,,
17025,2021-04-03,Maine,756766.0,914940.0,496443.0,21.93,56.3,294735.0,36.93,68.07,20890.0,14308.0,10644.0,0.827,,
17026,2021-04-04,Maine,778195.0,914940.0,508582.0,22.92,57.89,308141.0,37.83,68.07,21429.0,14964.0,11132.0,0.851,,
17027,2021-04-05,Maine,795748.0,914940.0,518694.0,23.71,59.2,318678.0,38.59,68.07,17553.0,15975.0,11884.0,0.87,,
17028,2021-04-06,Maine,798203.0,956470.0,520473.0,23.78,59.38,319682.0,38.72,71.15,2455.0,15745.0,11713.0,0.835,,
17029,2021-04-07,Maine,809459.0,971770.0,527777.0,24.26,60.22,326099.0,39.26,72.29,11256.0,15971.0,11881.0,0.833,,
17030,2021-04-08,Maine,829113.0,998660.0,540200.0,25.06,61.68,336903.0,40.19,74.29,19654.0,16297.0,12124.0,0.83,,
17031,2021-04-09,Maine,856186.0,1008240.0,557286.0,26.18,63.69,351967.0,41.46,75.01,27073.0,17187.0,12786.0,0.849,,
17032,2021-04-10,Maine,883051.0,1037000.0,574339.0,27.42,65.69,368643.0,42.73,77.15,26865.0,18041.0,13421.0,0.852,,
17033,2021-04-11,Maine,884479.0,1037000.0,575892.0,27.52,65.8,369973.0,42.84,77.15,1428.0,15183.0,11295.0,0.853,,
17034,2021-04-12,Maine,886525.0,1037000.0,577303.0,27.66,65.95,371821.0,42.95,77.15,2046.0,12968.0,9647.0,0.855,,
17035,2021-04-13,Maine,,,,,,,,,,16969.0,12624.0,,,
17036,2021-04-14,Maine,947441.0,1074270.0,616642.0,30.12,70.48,404943.0,45.87,79.92,,19712.0,14664.0,0.882,,
17037,2021-04-15,Maine,966930.0,1117280.0,629163.0,30.87,71.93,414949.0,46.81,83.12,19489.0,19688.0,14646.0,0.865,,
17038,2021-04-16,Maine,987358.0,1128740.0,641125.0,31.53,73.45,423789.0,47.7,83.97,20428.0,18739.0,13941.0,0.875,,
17039,2021-04-17,Maine,1006549.0,1144750.0,652021.0,32.16,74.88,432309.0,48.51,85.16,19191.0,17643.0,13125.0,0.879,,
17040,2021-04-18,Maine,1007762.0,1144750.0,652227.0,32.26,74.97,433691.0,48.52,85.16,1213.0,17612.0,13102.0,0.88,,
17041,2021-04-19,Maine,1035968.0,1144750.0,665622.0,33.35,77.07,448292.0,49.52,85.16,28206.0,21349.0,15882.0,0.905,,
17042,2021-04-20,Maine,1041650.0,1170180.0,668321.0,33.59,77.49,451547.0,49.72,87.05,5682.0,17810.0,13249.0,0.89,,
17043,2021-04-21,Maine,1048457.0,1204480.0,671564.0,33.87,78.0,455240.0,49.96,89.6,6807.0,14431.0,10736.0,0.87,,
17044,2021-04-22,Maine,1068265.0,1233010.0,681926.0,34.57,79.47,464656.0,50.73,91.73,19808.0,14476.0,10769.0,0.866,,
17045,2021-04-23,Maine,1088047.0,1241960.0,689753.0,35.47,80.94,476842.0,51.31,92.39,19782.0,14384.0,10701.0,0.876,,
17046,2021-04-24,Maine,1105784.0,1265690.0,698363.0,36.16,82.26,486026.0,51.95,94.16,17737.0,14176.0,10546.0,0.874,,
17047,2021-04-25,Maine,1107231.0,1265690.0,699048.0,36.23,82.37,486986.0,52.0,94.16,1447.0,14210.0,10571.0,0.875,,
17048,2021-04-26,Maine,1108830.0,1265690.0,699989.0,36.29,82.49,487794.0,52.07,94.16,1599.0,10409.0,7744.0,0.876,,
17049,2021-04-27,Maine,1137578.0,1318350.0,713103.0,37.44,84.63,503312.0,53.05,98.08,28748.0,13704.0,10195.0,0.863,,
17050,2021-04-28,Maine,1150672.0,1336750.0,719284.0,37.96,85.6,510245.0,53.51,99.44,13094.0,14602.0,10863.0,0.861,,
17051,2021-04-29,Maine,1165567.0,1362340.0,727268.0,38.49,86.71,517435.0,54.1,101.35,14895.0,13900.0,10341.0,0.856,,
17052,2021-04-30,Maine,1183324.0,1367680.0,734290.0,39.33,88.03,528743.0,54.63,101.75,17757.0,13611.0,10126.0,0.865,,
17053,2021-05-01,Maine,1200539.0,1407470.0,741252.0,40.15,89.31,539689.0,55.14,104.71,17215.0,13536.0,10070.0,0.853,,
17054,2021-05-02,Maine,1200802.0,1407470.0,741352.0,40.17,89.33,539997.0,55.15,104.71,263.0,13367.0,9944.0,0.853,,
17055,2021-05-03,Maine,1201345.0,1407470.0,741589.0,40.2,89.37,540375.0,55.17,104.71,543.0,13216.0,9832.0,0.854,,
17056,2021-05-04,Maine,1224746.0,1430130.0,750419.0,41.48,91.11,557579.0,55.83,106.39,23401.0,12453.0,9264.0,0.856,,
17057,2021-05-05,Maine,1234253.0,1450130.0,754763.0,41.99,91.82,564407.0,56.15,107.88,9507.0,11940.0,8883.0,0.851,,
17058,2021-05-06,Maine,1247314.0,1481440.0,758875.0,42.65,92.79,573346.0,56.46,110.21,13061.0,11678.0,8688.0,0.842,,
17059,2021-05-07,Maine,1263442.0,1487690.0,763790.0,43.67,93.99,586959.0,56.82,110.67,16128.0,11445.0,8514.0,0.849,,
17060,2021-05-08,Maine,1276596.0,1520230.0,768149.0,44.42,94.97,597051.0,57.14,113.09,13154.0,10865.0,8083.0,0.84,,
17061,2021-05-09,Maine,1276858.0,1520230.0,768255.0,44.44,94.99,597383.0,57.15,113.09,262.0,10865.0,8083.0,0.84,,
17062,2021-05-10,Maine,1277884.0,1520230.0,769063.0,44.5,95.07,598235.0,57.21,113.09,1026.0,10934.0,8134.0,0.841,,
17063,2021-05-11,Maine,1306086.0,1547860.0,776791.0,46.15,97.16,620289.0,57.79,115.15,28202.0,11620.0,8644.0,0.844,,
17064,2021-05-12,Maine,1313480.0,1566570.0,778753.0,46.6,97.71,626413.0,57.93,116.54,7394.0,11318.0,8420.0,0.838,,
17065,2021-05-13,Maine,1324706.0,1594490.0,782500.0,47.25,98.55,635150.0,58.21,118.62,11226.0,11056.0,8225.0,0.831,,
17066,2021-05-14,Maine,1337725.0,1608860.0,785948.0,48.03,99.52,645605.0,58.47,119.69,13019.0,10612.0,7895.0,0.831,,
17067,2021-05-15,Maine,1349471.0,1628280.0,789980.0,48.65,100.39,653998.0,58.77,121.13,11746.0,10411.0,7745.0,0.829,,
17068,2021-05-16,Maine,1349801.0,1628280.0,790376.0,48.67,100.42,654231.0,58.8,121.13,330.0,10420.0,7752.0,0.829,,
17069,2021-05-17,Maine,1350580.0,1628280.0,790930.0,48.71,100.47,654748.0,58.84,121.13,779.0,10385.0,7726.0,0.829,,
17070,2021-05-18,Maine,1373335.0,1645830.0,800275.0,49.77,102.17,669080.0,59.53,122.44,22755.0,9607.0,7147.0,0.834,,
17071,2021-05-19,Maine,1380576.0,1675440.0,803237.0,50.12,102.71,673768.0,59.76,124.64,7241.0,9585.0,7131.0,0.824,,
17072,2021-05-20,Maine,1393589.0,1705160.0,810049.0,50.63,103.67,680621.0,60.26,126.85,13013.0,9840.0,7320.0,0.817,,
17073,2021-05-21,Maine,1409051.0,1722040.0,817679.0,51.27,104.82,689120.0,60.83,128.11,15462.0,10189.0,7580.0,0.818,,
17074,2021-05-22,Maine,1422735.0,1732380.0,824404.0,51.82,105.84,696581.0,61.33,128.88,13684.0,10466.0,7786.0,0.821,,
17075,2021-05-23,Maine,1424180.0,1732380.0,825083.0,51.9,105.95,697614.0,61.38,128.88,1445.0,10626.0,7905.0,0.822,,
17076,2021-05-24,Maine,1425083.0,1732380.0,825542.0,51.95,106.02,698282.0,61.41,128.88,903.0,10643.0,7918.0,0.823,,
17077,2021-05-25,Maine,1447042.0,1740600.0,835549.0,52.87,107.65,710625.0,62.16,129.49,21959.0,10530.0,7834.0,0.831,,
17078,2021-05-26,Maine,1454127.0,1740700.0,838272.0,53.18,108.18,714892.0,62.36,129.5,7085.0,10507.0,7816.0,0.835,,
17079,2021-05-27,Maine,1462994.0,1751500.0,841213.0,53.6,108.84,720554.0,62.58,130.3,8867.0,9915.0,7376.0,0.835,,
17080,2021-05-28,Maine,1471942.0,1753040.0,844805.0,54.02,109.5,726161.0,62.85,130.41,8948.0,8984.0,6683.0,0.84,,
17081,2021-05-29,Maine,1480132.0,1790020.0,848248.0,54.41,110.11,731374.0,63.1,133.17,8190.0,8200.0,6100.0,0.827,,
17082,2021-05-30,Maine,1480596.0,1790020.0,848611.0,54.42,110.15,731552.0,63.13,133.17,464.0,8059.0,5995.0,0.827,,
17083,2021-05-31,Maine,,,,,,,,,,7978.0,5935.0,,,
17084,2021-06-01,Maine,1481269.0,1790020.0,849245.0,54.45,110.2,731870.0,63.18,133.17,,4890.0,3638.0,0.828,,
17085,2021-06-02,Maine,1493486.0,1791190.0,855095.0,54.97,111.1,738946.0,63.61,133.25,12217.0,5623.0,4183.0,0.834,,
17086,2021-06-03,Maine,1497916.0,1796900.0,856572.0,55.21,111.43,742131.0,63.72,133.68,4430.0,4989.0,3711.0,0.834,,
17087,2021-06-04,Maine,1503653.0,1801200.0,858700.0,55.51,111.86,746173.0,63.88,134.0,5737.0,4530.0,3370.0,0.835,,
17088,2021-06-05,Maine,1509897.0,1805420.0,861282.0,55.82,112.33,750287.0,64.07,134.31,6244.0,4252.0,3163.0,0.836,,
17089,2021-06-06,Maine,1509928.0,1805420.0,861339.0,55.82,112.33,750386.0,64.08,134.31,31.0,4190.0,3117.0,0.836,,
17090,2021-06-07,Maine,1510257.0,1805420.0,861622.0,55.84,112.35,750577.0,64.1,134.31,329.0,4189.0,3116.0,0.837,,
17091,2021-06-08,Maine,1523482.0,1806870.0,866222.0,56.53,113.34,759817.0,64.44,134.42,13225.0,6030.0,4486.0,0.843,,
17092,2021-06-09,Maine,1527953.0,1807010.0,867325.0,56.79,113.67,763331.0,64.52,134.43,4471.0,4924.0,3663.0,0.846,,
17093,2021-06-10,Maine,1535266.0,1809810.0,869249.0,57.21,114.21,768976.0,64.67,134.64,7313.0,5336.0,3970.0,0.848,,
17094,2021-06-11,Maine,1535266.0,1817470.0,869282.0,57.21,114.21,769018.0,64.67,135.21,0.0,4516.0,3360.0,0.845,,
17095,2021-06-12,Maine,1543742.0,1818640.0,872065.0,57.64,114.84,774785.0,64.88,135.29,8476.0,4835.0,3597.0,0.849,,
17096,2021-06-13,Maine,1550876.0,1818640.0,873932.0,58.04,115.37,780132.0,65.01,135.29,7134.0,5850.0,4352.0,0.853,,
17097,2021-06-14,Maine,1550956.0,1818640.0,874010.0,58.04,115.38,780247.0,65.02,135.29,80.0,5814.0,4325.0,0.853,,
17098,2021-06-15,Maine,1562459.0,1818640.0,876655.0,58.74,116.24,789570.0,65.22,135.29,11503.0,5568.0,4142.0,0.859,,
17099,2021-06-16,Maine,1562730.0,1818640.0,876792.0,58.76,116.26,789822.0,65.23,135.29,271.0,4968.0,3696.0,0.859,,
17100,2021-06-17,Maine,1572628.0,1834530.0,879336.0,59.32,116.99,797386.0,65.42,136.48,9898.0,5337.0,3970.0,0.857,,
17101,2021-06-18,Maine,1577123.0,1835190.0,880797.0,59.56,117.33,800614.0,65.53,136.53,4495.0,5980.0,4449.0,0.859,,
17102,2021-06-19,Maine,1582343.0,1840150.0,882698.0,59.83,117.72,804206.0,65.67,136.89,5220.0,5514.0,4102.0,0.86,,
17103,2021-06-20,Maine,1582708.0,1840150.0,882879.0,59.85,117.74,804482.0,65.68,136.89,365.0,4547.0,3383.0,0.86,,
17104,2021-06-21,Maine,1583075.0,1840150.0,883075.0,59.87,117.77,804785.0,65.69,136.89,367.0,4588.0,3413.0,0.86,,
17105,2021-06-22,Maine,1590298.0,1840150.0,885368.0,60.24,118.31,809799.0,65.87,136.89,7223.0,3977.0,2959.0,0.864,,
17106,2021-06-23,Maine,1592049.0,1840710.0,886042.0,60.32,118.44,810878.0,65.92,136.94,1751.0,4188.0,3116.0,0.865,,
17107,2021-06-24,Maine,1594846.0,1845750.0,887078.0,60.46,118.65,812689.0,65.99,137.31,2797.0,3174.0,2361.0,0.864,,
17108,2021-06-25,Maine,1596920.0,1848690.0,887753.0,60.55,118.8,813964.0,66.04,137.53,2074.0,2828.0,2104.0,0.864,,
17109,2021-06-26,Maine,1598972.0,1851690.0,888624.0,60.65,118.95,815293.0,66.11,137.75,2052.0,2376.0,1768.0,0.864,,
17110,2021-06-27,Maine,1599343.0,1851690.0,888805.0,60.67,118.98,815600.0,66.12,137.75,371.0,2376.0,1768.0,0.864,,
17111,2021-06-28,Maine,1599682.0,1851690.0,889014.0,60.7,119.01,815938.0,66.14,137.75,339.0,2372.0,1765.0,0.864,,
17112,2021-06-29,Maine,1603483.0,1851690.0,890481.0,60.89,119.29,818516.0,66.25,137.75,3801.0,1884.0,1402.0,0.866,,
17113,2021-06-30,Maine,1604932.0,1852110.0,891207.0,60.97,119.4,819500.0,66.3,137.78,1449.0,1840.0,1369.0,0.867,,
17114,2021-07-01,Maine,1615250.0,1854310.0,893723.0,61.54,120.16,827255.0,66.49,137.95,10318.0,2915.0,2169.0,0.871,,
17115,2021-07-02,Maine,1620244.0,1856870.0,895468.0,61.78,120.53,830499.0,66.62,138.14,4994.0,3332.0,2479.0,0.873,,
17116,2021-07-03,Maine,1623011.0,1857970.0,896684.0,61.91,120.74,832236.0,66.71,138.22,2767.0,3434.0,2555.0,0.874,,
17117,2021-07-04,Maine,1623236.0,1857970.0,896809.0,61.92,120.76,832389.0,66.72,138.22,225.0,3413.0,2539.0,0.874,,
17118,2021-07-05,Maine,,,,,,,,,,3392.0,2523.0,,,
17119,2021-07-06,Maine,1623620.0,1857970.0,897025.0,61.94,120.79,832621.0,66.73,138.22,,2877.0,2140.0,0.874,,
17120,2021-07-07,Maine,1627751.0,1857970.0,898741.0,62.12,121.09,834982.0,66.86,138.22,4131.0,3260.0,2425.0,0.876,,
17121,2021-07-08,Maine,1629452.0,1866410.0,899519.0,62.2,121.22,836042.0,66.92,138.85,1701.0,2029.0,1509.0,0.873,,
17122,2021-07-09,Maine,1631650.0,1867590.0,900517.0,62.3,121.38,837459.0,66.99,138.94,2198.0,1629.0,1212.0,0.874,,
17123,2021-07-10,Maine,1633699.0,1874270.0,901386.0,62.4,121.54,838767.0,67.06,139.43,2049.0,1527.0,1136.0,0.872,,
17124,2021-07-11,Maine,1633939.0,1874270.0,901553.0,62.41,121.55,838907.0,67.07,139.43,240.0,1529.0,1137.0,0.872,,
17125,2021-07-12,Maine,1634116.0,1874270.0,901684.0,62.42,121.57,839040.0,67.08,139.43,177.0,1527.0,1136.0,0.872,,
17126,2021-07-13,Maine,1637747.0,1874470.0,903329.0,62.57,121.84,841030.0,67.2,139.45,3631.0,2018.0,1501.0,0.874,,
17127,2021-07-14,Maine,1638782.0,1875540.0,903820.0,62.61,121.91,841582.0,67.24,139.53,1035.0,1576.0,1172.0,0.874,,
17128,2021-07-15,Maine,1640525.0,1879360.0,904659.0,62.68,122.04,842539.0,67.3,139.81,1743.0,1582.0,1177.0,0.873,,
17129,2021-07-16,Maine,1642233.0,1881960.0,905517.0,62.75,122.17,843466.0,67.36,140.0,1708.0,1512.0,1125.0,0.873,,
17130,2021-07-17,Maine,1645045.0,1883850.0,906496.0,62.83,122.38,844532.0,67.44,140.15,2812.0,1621.0,1206.0,0.873,,
17131,2021-07-18,Maine,1645234.0,1883850.0,906640.0,62.83,122.39,844621.0,67.45,140.15,189.0,1614.0,1201.0,0.873,,
17132,2021-07-19,Maine,1645401.0,1883850.0,906763.0,62.84,122.41,844706.0,67.46,140.15,167.0,1612.0,1199.0,0.873,,
17133,2021-07-20,Maine,1646872.0,1886380.0,907809.0,62.9,122.52,845498.0,67.53,140.33,1471.0,1304.0,970.0,0.873,,
17134,2021-07-21,Maine,1648394.0,1887110.0,908748.0,62.95,122.63,846150.0,67.6,140.39,1522.0,1373.0,1021.0,0.874,,
17135,2021-07-22,Maine,1650508.0,1891290.0,909814.0,63.03,122.79,847199.0,67.68,140.7,2114.0,1426.0,1061.0,0.873,,
17136,2021-07-23,Maine,1652425.0,1899480.0,910974.0,63.09,122.93,848087.0,67.77,141.31,1917.0,1456.0,1083.0,0.87,,
17137,2021-07-24,Maine,1654540.0,1900430.0,912272.0,63.16,123.09,849012.0,67.87,141.38,2115.0,1356.0,1009.0,0.871,,
17138,2021-07-25,Maine,1654785.0,1900430.0,912505.0,63.17,123.1,849105.0,67.88,141.38,245.0,1364.0,1015.0,0.871,,
17139,2021-07-26,Maine,1655018.0,1900430.0,912708.0,63.17,123.12,849167.0,67.9,141.38,233.0,1374.0,1022.0,0.871,,
17140,2021-07-27,Maine,1658796.0,1901020.0,914946.0,63.28,123.4,850647.0,68.07,141.42,3778.0,1703.0,1267.0,0.873,,
17141,2021-07-28,Maine,1660309.0,1902340.0,915996.0,63.33,123.52,851289.0,68.14,141.52,1513.0,1702.0,1266.0,0.873,,
17142,2021-07-29,Maine,1662189.0,1910840.0,917146.0,63.39,123.66,852049.0,68.23,142.15,1880.0,1669.0,1242.0,0.87,,
17143,2021-07-30,Maine,1664440.0,1921570.0,918580.0,63.45,123.82,852919.0,68.34,142.95,2251.0,1716.0,1277.0,0.866,,
